REACTION	ROLE	SUBSYSTEM	SOURCE	COMPLEX	MASTER
rxn11938_c0	Formylmethanofuran dehydrogenase (molybdenum) subunit B (EC 1.2.99.5)	NONE	CHRIS FILE	1862	1
rxn11938_c0	Formylmethanofuran dehydrogenase subunit B (EC 1.2.99.5)	NONE	CHRIS FILE	1861	1
rxn11938_c0	Formylmethanofuran dehydrogenase (molybdenum) subunit C (EC 1.2.99.5)	NONE	CHRIS FILE	1862	1
rxn11938_c0	Formylmethanofuran dehydrogenase subunit D (EC 1.2.99.5)	NONE	CHRIS FILE	1861	1
rxn05336_c0	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	NONE	Hope|MATT FILE|CHRIS FILE	1726	1
rxn04598_c0	3-phenylpropionate dioxygenase, beta subunit (EC 1.14.12.19)	NONE	Hope|MATT FILE	100694	1
rxn04598_c0	3-phenylpropionate dioxygenase, alpha subunit (EC 1.14.12.19)	NONE	Hope|MATT FILE	100695	1
rxn02287_c0	Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	1730	1
rxn02287_c0	Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	1730	1
rxn02475_c0	Pyrimidine deaminase eukaryotic (EC 3.5.4.26)	NONE	MATT FILE	100696	1
rxn02475_c0	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26)	NONE	Hope|MATT FILE|CHRIS FILE	1732	1
rxn02475_c0	Pyrimidine deaminase archaeal predicted (EC 3.5.4.26)	NONE	Hope|MATT FILE	100697	1
rxn02475_c0	5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193)	NONE	CHRIS FILE	1732	1
rxn01304_c0	Homoserine O-succinyltransferase (EC 2.3.1.46)	NONE	Hope|MATT FILE|CHRIS FILE	1734	1
rxn08295_c0	Diacylglycerol kinase (EC 2.7.1.107)	NONE	CHRIS FILE|CHRIS FILE	1739	1
rxn08295_c0	Diacylglycerol kinase (EC 2.7.1.107)	NONE	CHRIS FILE|CHRIS FILE	1914	1
rxn00147_c0	Phosphoenolpyruvate synthase (EC 2.7.9.2)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	1738	1
rxn00147_c0	Phosphoenolpyruvate synthase (EC 2.7.9.2)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	1738	1
rxn9167_c0	Pyruvate oxidase [ubiquinone, cytochrome] (EC 1.2.2.2)	NONE	CHRIS FILE	409	1
rxn05312_c0	Low-affinity inorganic phosphate transporter	NONE	CHRIS FILE	3043	1
rxn05312_c0	Probable low-affinity inorganic phosphate transporter	NONE	CHRIS FILE	1742	1
rxn05671_c0	D-xylose proton-symporter XylT	NONE	CHRIS FILE	2035	1
rxn05671_c0	Xyloside transporter XynT	NONE	CHRIS FILE	2036	1
rxn05671_c0	D-xylose proton-symporter XylE	NONE	CHRIS FILE	2035	1
rxn05671_c0	Arabinose-proton symporter	NONE	CHRIS FILE	1744	1
rxn02774_c0	Sirohydrochlorin cobaltochelatase (EC 4.99.1.3)	NONE	Hope	100698	0
rxn02774_c0	Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)	NONE	MATT FILE	100699	1
rxn02774_c0	Sirohydrochlorin cobaltochelatase CbiK (EC 4.99.1.3)	NONE	Hope	100700	0
rxn02774_c0	Precorrin-2 oxidase (EC 1.3.1.76)	NONE	Hope|MATT FILE|CHRIS FILE	1743	1
rxn05325_c0	Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)	NONE	Hope|MATT FILE|CHRIS FILE	1745	1
rxn05172_c0	Alkanesulfonates-binding protein	NONE	CHRIS FILE	1746	1
rxn05172_c0	Taurine transport ATP-binding protein TauB	NONE	CHRIS FILE	3018	1
rxn05172_c0	Alkanesulfonates transport system permease protein	NONE	CHRIS FILE	1746	1
rxn05172_c0	Taurine transport system permease protein TauC	NONE	CHRIS FILE	3019	1
rxn05172_c0	Taurine-binding periplasmic protein TauA	NONE	CHRIS FILE	3020	1
rxn05172_c0	Alkanesulfonates ABC transporter ATP-binding protein	NONE	CHRIS FILE	1746	1
rxn05172_c0	ABC-type nitrate/sulfonate/bicarbonate transport systems, periplasmic components	NONE	CHRIS FILE	3021	1
rxn05687_c0	Putrescine/proton symporter, putrescine/ornithine antiporter PotE	NONE	CHRIS FILE	3059	1
rxn05104_c0	Methylthioribulose-1-phosphate dehydratase (EC 4.2.1.109)	NONE	Hope|MATT FILE|CHRIS FILE	1748	1
rxn10303_c0	Poly(glycerol-phosphate) alpha-glucosyltransferase (EC 2.4.1.52)	NONE	CHRIS FILE	2024	1
rxn03057_c0	Methylthioribose-1-phosphate isomerase (EC 5.3.1.23)	NONE	Hope|MATT FILE|CHRIS FILE	1749	1
rxn01510_c0	Uridine kinase (EC 2.7.1.48) [C1]	NONE	CHRIS FILE	1750	1
rxn00646_c0	Glutathione biosynthesis bifunctional protein gshF (EC 6.3.2.2)(EC 6.3.2.3)	NONE	MATT FILE	100701	1
rxn00646_c0	Glutamate--cysteine ligase (EC 6.3.2.2)	NONE	MATT FILE	100702	1
rxn00646_c0	Glutamate--cysteine ligase (EC 6.3.2.2)	Glutathione_Redox_Metabolism_3	Hope|MATT FILE	100703	1
rxn08708_c0	Lipopolysaccharide core biosynthesis protein WaaP (EC 2.7.-.-), heptosyl-I-kinase	NONE	CHRIS FILE	2046	1
rxn00331_c0	Malyl-CoA lyase (EC 4.1.3.24)	NONE	Hope|MATT FILE	100704	1
rxn00331_c0	Malyl-CoA lyase (EC 4.1.3.24)	NONE	Hope|MATT FILE	100705	1
rxn09240_c0	Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)	NONE	CHRIS FILE	2046	1
rxn09240_c0	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)	NONE	CHRIS FILE	2046	1
rxn00471_c0	Ornithine cyclodeaminase (EC 4.3.1.12)	NONE	Hope|MATT FILE	100706	1
rxn03408_c0	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227)	Peptidoglycan_Biosynthesis	Hope|MATT FILE|CHRIS FILE	1758	1
rxn03408_c0	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227)	Peptidoglycan_Biosynthesis_2	Hope|MATT FILE|CHRIS FILE	1758	1
rxn09203_c0	Phosphatidylserine decarboxylase (EC 4.1.1.65)	NONE	CHRIS FILE	1912	1
rxn06475_c0	monoacylglycerol O-acyltransferase 1 (EC 2.3.1.22)	NONE	Hope	100707	0
rxn05990_c0	Triacylglycerol lipase (EC 3.1.1.3)	NONE	Hope	100708	0
rxn04748_c0	Salicylate hydroxylase (EC 1.14.13.1)	NONE	CHRIS FILE	1759	1
rxn05156_c0	Lysine-arginine-ornithine-binding periplasmic protein precursor (TC 3.A.1.3.1)	NONE	CHRIS FILE	3011	1
rxn03886_c0	Sorbitol-6-phosphate 2-dehydrogenase (EC 1.1.1.140)	NONE	Hope|MATT FILE	100709	1
rxn03886_c0	Sorbitol-6-phosphate 2-dehydrogenase (EC 1.1.1.140)	NONE	Hope|MATT FILE	100710	1
rxn00441_c0	2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2)	NONE	Hope|MATT FILE|CHRIS FILE	1767	1
rxn01355_c0	Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2)	NONE	CHRIS FILE	1769	0
rxn01355_c0	Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2)	NONE	CHRIS FILE	1769	0
rxn01355_c0	Propionyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.3)	NONE	Hope|MATT FILE	100711	1
rxn01355_c0	Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)	NONE	Hope	100712	0
rxn01355_c0	Propionyl-CoA carboxylase biotin-containing subunit (EC 6.4.1.3)	NONE	Hope|MATT FILE	100713	1
rxn01485_c0	Phosphoglucosamine mutase (EC 5.4.2.10)	UDP-N-acetylmuramate_from_Fructose-6-phosphate_Biosynthesis	Hope|MATT FILE|MATT FILE|CHRIS FILE	1768	1
rxn01485_c0	Phosphoglucosamine mutase (EC 5.4.2.10)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	1768	1
rxn01203_c0	2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase (EC 4.1.2.-)	NONE	Hope|MATT FILE	100714	1
rxn10184_c0	Phosphocarrier protein of PTS system	NONE	CHRIS FILE	1641	2
rxn10184_c0	Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)	NONE	CHRIS FILE	1641	2
rxn10184_c0	PTS system, glucitol/sorbitol-specific IIA component (EC 2.7.1.69)	NONE	CHRIS FILE	1641	1
rxn10184_c0	PTS system, glucitol/sorbitol-specific IIB component and second of two IIC components (EC 2.7.1.69)	NONE	CHRIS FILE	1641	1
rxn10184_c0	PTS system, glucitol/sorbitol-specific IIC component (EC 2.7.1.69)	NONE	CHRIS FILE	1641	1
rxn01291_c0	oxidoreductase of aldo/keto reductase family, subgroup 1	NONE	CHRIS FILE	1772	1
rxn00245_c0	L(+)-tartrate dehydratase beta subunit (EC 4.2.1.32)	The_Tartronate_Semialdehyde_Hub	Hope|MATT FILE	100715	1
rxn00245_c0	L(+)-tartrate dehydratase alpha subunit (EC 4.2.1.32)	The_Tartronate_Semialdehyde_Hub	Hope|MATT FILE	100716	1
rxn01987_c0	Ribokinase (EC 2.7.1.15)	NONE	Hope|MATT FILE|CHRIS FILE	1775	1
rxn05540_c0	Oligopeptide transport ATP-binding protein OppF (TC 3.A.1.5.1)	NONE	CHRIS FILE	3007	1
rxn05540_c0	Dipeptide transport ATP-binding protein DppF (TC 3.A.1.5.2)	NONE	CHRIS FILE	3005	1
rxn05540_c0	Dipeptide transport system permease protein DppB (TC 3.A.1.5.2)	NONE	CHRIS FILE|CHRIS FILE	3000	1
rxn05540_c0	Dipeptide transport system permease protein DppB (TC 3.A.1.5.2)	NONE	CHRIS FILE|CHRIS FILE	3004	1
rxn05540_c0	Dipeptide transport system permease protein DppC (TC 3.A.1.5.2)	NONE	CHRIS FILE	3003	1
rxn05540_c0	Oligopeptide transport ATP-binding protein OppD (TC 3.A.1.5.1)	NONE	CHRIS FILE	3008	1
rxn05540_c0	oligopeptide ABC transporter, ATP-binding protein (oppF)	NONE	CHRIS FILE	3011	1
rxn05540_c0	Oligopeptide transport system permease protein OppC (TC 3.A.1.5.1)	NONE	CHRIS FILE	3009	1
rxn05540_c0	Oligopeptide transport system permease protein OppB (TC 3.A.1.5.1)	NONE	CHRIS FILE	3010	1
rxn05540_c0	Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)	NONE	CHRIS FILE	3001	1
rxn05540_c0	Dipeptide-binding ABC transporter, periplasmic substrate-binding component (TC 3.A.1.5.2)	NONE	CHRIS FILE	3002	1
rxn05540_c0	Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein OppA (TC 3.A.1.5.1)	NONE	CHRIS FILE	3006	1
rxn05571_c0	High-affinity gluconate transporter GntT	NONE	CHRIS FILE	3047	1
rxn05571_c0	Gluconate permease, Bsu4004 homolog	NONE	CHRIS FILE	1776	1
rxn05571_c0	L-idonate, D-gluconate, 5-keto-D-gluconate transporter	NONE	CHRIS FILE	3046	1
rxn01201_c0	NAD-dependent 4-hydroxybutyrate dehydrogenase (EC 1.1.1.61)	Gamma-aminobutyrate_(GABA)_shunt	Hope|MATT FILE	100717	1
rxn00363_c0	5'-nucleotidase (EC 3.1.3.5)	NONE	Hope|MATT FILE|CHRIS FILE	1780	1
rxn04704_c0	Similar to coproporphyrinogen III oxidase, oxygen-independent (EC 1.3.99.22)	NONE	CHRIS FILE	1784	1
rxn04704_c0	Coproporphyrinogen III oxidase, oxygen-independent (EC 1.3.99.22)	NONE	Hope|MATT FILE|CHRIS FILE	1785	1
rxn01629_c0	Glutamate-1-semialdehyde aminotransferase (EC 5.4.3.8)	NONE	Hope|MATT FILE|CHRIS FILE	1786	1
rxn00552_c0	Glucosamine-6-phosphate deaminase [isomerizing], alternative (EC 3.5.99.6)	NONE	Hope|MATT FILE	100718	1
rxn00552_c0	Glucosamine-6-phosphate deaminase (EC 3.5.99.6)	NONE	Hope|MATT FILE|CHRIS FILE	1788	1
rxn00552_c0	Glucosamine-6-phosphate deaminase (EC 3.5.99.6)	NONE	Hope|MATT FILE|CHRIS FILE	1788	1
rxn10204_c0	Acyl-phosphate:glycerol-3-phosphate O-acyltransferase PlsY	NONE	CHRIS FILE	1849	1
rxn10204_c0	Glycerol-3-phosphate acyltransferase (EC 2.3.1.15)	NONE	CHRIS FILE	1878	1
rxn10204_c0	Phosphate:acyl-ACP acyltransferase PlsX	NONE	CHRIS FILE	1849	1
rxn12146_c0	5-keto-2-deoxygluconokinase B (EC 2.7.1.92)	NONE	Hope	100719	0
rxn12146_c0	5-deoxy-glucuronate isomerase (EC 5.3.1.-)	NONE	MATT FILE	100720	1
rxn00269_c0	Glycine oxidase ThiO (EC 1.4.3.19)	NONE	CHRIS FILE	1796	1
rxn05179_c0	Branched-chain amino acid transport ATP-binding protein LivF (TC 3.A.1.4.1)	NONE	CHRIS FILE	3026	1
rxn05179_c0	High-affinity branched-chain amino acid transport system permease protein LivH (TC 3.A.1.4.1)	NONE	CHRIS FILE	3024	1
rxn05179_c0	Branched-chain amino acid transport system permease protein LivM (TC 3.A.1.4.1)	NONE	CHRIS FILE	3028	1
rxn05179_c0	Branched-chain amino acid ABC transporter, amino acid-binding protein (TC 3.A.1.4.1)	NONE	CHRIS FILE	3027	1
rxn05179_c0	Branched-chain amino acid transport ATP-binding protein LivG (TC 3.A.1.4.1)	NONE	CHRIS FILE	3025	1
rxn02128_c0	Pantetheine kinase (EC 2.7.1.34)	NONE	Hope|MATT FILE	100721	1
rxn01123_c0	2-dehydro-3-deoxygluconate kinase (EC 2.7.1.45)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	1799	1
rxn01123_c0	2-dehydro-3-deoxygluconate kinase (EC 2.7.1.45)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	1799	1
rxn00526_c0	Arogenate dehydrogenase (EC 1.3.1.43)	Phenylalanine_and_Tyrosine_Branches_from_Chorismate_(Phoenix_copy)	Hope|MATT FILE	100722	1
rxn00526_c0	Arogenate dehydrogenase (EC 1.3.1.43)	NONE	Hope|MATT FILE	100723	1
rxn05407_c0	Enoyl-[acyl-carrier-protein] reductase [NADPH] (EC 1.3.1.10)	NONE	CHRIS FILE	1800	1
rxn02532_c0	Pyrimidine deaminase eukaryotic (EC 3.5.4.26)	NONE	Hope	100724	0
rxn05669_c0	Branched-chain amino acid transport system carrier protein	NONE	CHRIS FILE	3059	1
rxn05669_c0	branched-chain amino acid transport	NONE	CHRIS FILE	3058	1
rxn08086_c0	1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)	NONE	CHRIS FILE	1930	1
rxn05151_c0	Lysine-arginine-ornithine-binding periplasmic protein precursor (TC 3.A.1.3.1)	NONE	CHRIS FILE	3011	1
rxn05496_c0	Putative alanine/glycine transport protein	NONE	CHRIS FILE	3011	1
rxn05496_c0	Sodium:alanine symporter family protein	NONE	CHRIS FILE	1683	1
rxn09144_c0	Phospholipase A1 precursor (EC 3.1.1.32, EC 3.1.1.4)	NONE	CHRIS FILE	1852	1
rxn08129_c0	4-alpha-glucanotransferase (amylomaltase) (EC 2.4.1.25)	NONE	CHRIS FILE	1683	1
rxn06874_c0	Nitrogenase (vanadium-iron) beta chain (EC 1.18.6.1)	Nitrogen_fixation	Hope|MATT FILE	100725	1
rxn06874_c0	Nitrogenase iron protein (EC 1.18.6.1)	Nitrogen_fixation	Hope	100726	0
rxn06874_c0	Nitrogenase (molybdenum-iron) alpha chain (EC 1.18.6.1)	Nitrogen_fixation	Hope|MATT FILE	100727	1
rxn06874_c0	Nitrogenase (vanadium-iron) alpha chain (EC 1.18.6.1)	Nitrogen_fixation	Hope|MATT FILE	100728	1
rxn06874_c0	Nitrogenase (vanadium-iron) delta chain (EC 1.18.6.1)	Nitrogen_fixation	Hope|MATT FILE	100729	1
rxn06874_c0	Nitrogenase (iron-iron) delta chain (EC 1.18.6.1)	Nitrogen_fixation	Hope|MATT FILE	100730	1
rxn06874_c0	Nitrogenase (iron-iron) alpha chain (EC 1.18.6.1)	Nitrogen_fixation	Hope|MATT FILE	100731	1
rxn06874_c0	Nitrogenase (molybdenum-iron) beta chain (EC 1.18.6.1)	Nitrogen_fixation	Hope|MATT FILE	100732	1
rxn06874_c0	Nitrogenase (molybdenum-iron) reductase and maturation protein NifH	Nitrogen_fixation	MATT FILE	100733	1
rxn06874_c0	Nitrogenase (iron-iron) reductase and maturation protein AnfH	Nitrogen_fixation	MATT FILE	100734	1
rxn06874_c0	Nitrogenase (iron-iron) iron protein (EC 1.18.6.1)	Nitrogen_fixation	Hope	100735	0
rxn06874_c0	Nitrogenase (iron-iron) beta chain (EC 1.18.6.1)	Nitrogen_fixation	Hope|MATT FILE	100736	1
rxn01450_c0	Indole-3-pyruvate decarboxylase (EC 4.1.1.74)	NONE	CHRIS FILE	1854	1
rxn05449_c0	Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)	NONE	CHRIS FILE	1821	1
rxn01548_c0	Purine nucleoside phosphorylase II ( EC:2.4.2.1 )	NONE	CHRIS FILE	1819	1
rxn01548_c0	Purine nucleoside phosphorylase (EC 2.4.2.1)	NONE	Hope|MATT FILE|CHRIS FILE	1819	1
rxn01548_c0	Xanthosine phosphorylase (EC 2.4.2.1)	NONE	CHRIS FILE	1683	1
rxn05377_c0	(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase (EC 4.2.1.-)	NONE	CHRIS FILE	1829	1
rxn05459_c0	Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	NONE	CHRIS FILE	1830	1
rxn02946_c0	D-amino-acid oxidase (EC 1.4.3.3)	NONE	Hope|MATT FILE	100737	1
rxn05357_c0	Enoyl-[acyl-carrier-protein] reductase [NADPH] (EC 1.3.1.10)	NONE	Hope|MATT FILE|CHRIS FILE	0	1
rxn06299_c0	Coenzyme F420 hydrogenase beta subunit (FruB) (EC 1.12.98.1)	NONE	Hope|MATT FILE	100738	1
rxn06299_c0	Coenzyme F420 hydrogenase alpha subunit (FrcA) (EC 1.12.98.1)	NONE	Hope|MATT FILE	100739	1
rxn06299_c0	Coenzyme F420 hydrogenase alpha subunit (FruA) (EC 1.12.98.1)	NONE	Hope|MATT FILE	100740	1
rxn06299_c0	Coenzyme F420 hydrogenase beta subunit (FrcB) (EC 1.12.98.1)	NONE	Hope|MATT FILE	100741	1
rxn06299_c0	Coenzyme F420 hydrogenase gamma subunit (FruG) (EC 1.12.98.1)	NONE	Hope|MATT FILE	100742	1
rxn06299_c0	Coenzyme F420 hydrogenase gamma subunit (FrcG) (EC 1.12.98.1)	NONE	Hope|MATT FILE	100743	1
rxn05313_c0	Sodium-dependent phosphate transporter	NONE	CHRIS FILE	3	1
rxn00966_c0	Chorismate--pyruvate lyase (EC 4.1.3.40)	NONE	Hope|MATT FILE	100744	1
rxn01451_c0	Enoyl-CoA hydratase [isoleucine degradation] (EC 4.2.1.17)	NONE	CHRIS FILE	7	1
rxn01451_c0	3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	Polyhydroxybutyrate_metabolism	Hope|MATT FILE|MATT FILE|CHRIS FILE	7	1
rxn01451_c0	3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	7	1
rxn11931_c0	Alcohol dehydrogenase GbsB (type III ), essential for the utilization of choline (EC 1.1.1.1)	NONE	CHRIS FILE	478	0
rxn11931_c0	Choline dehydrogenase (EC 1.1.99.1)	NONE	CHRIS FILE	1990	0
rxn00785_c0	Transketolase (EC 2.2.1.1)	NONE	Hope|Hope|MATT FILE|MATT FILE|MATT FILE|CHRIS FILE	8	1
rxn00785_c0	Transketolase (EC 2.2.1.1)	NONE	Hope|MATT FILE|MATT FILE|MATT FILE|CHRIS FILE	8	1
rxn00785_c0	Transketolase, N-terminal section (EC 2.2.1.1)	NONE	Hope|Hope|MATT FILE|MATT FILE|MATT FILE	100745	1
rxn00785_c0	Transketolase, N-terminal section (EC 2.2.1.1)	NONE	Hope|MATT FILE|MATT FILE|MATT FILE	100746	1
rxn00785_c0	Transketolase, C-terminal section (EC 2.2.1.1)	NONE	Hope|Hope|MATT FILE|MATT FILE|MATT FILE	100747	1
rxn00785_c0	Transketolase, C-terminal section (EC 2.2.1.1)	NONE	Hope|MATT FILE|MATT FILE|MATT FILE	100748	1
rxn05092_c0	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase (EC 1.13.11.54)	NONE	Hope|MATT FILE|CHRIS FILE	9	1
rxn08127_c0	4-alpha-glucanotransferase (amylomaltase) (EC 2.4.1.25)	NONE	CHRIS FILE	1683	1
rxn08842_c0	Lysophospholipase L2 (EC 3.1.1.5)	NONE	CHRIS FILE	1851	1
rxn08842_c0	Lysophospholipase (EC 3.1.1.5)	NONE	CHRIS FILE	1850	1
rxn05323_c0	Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)	NONE	Hope|MATT FILE|CHRIS FILE	12	1
rxn03084_c0	Phosphoribosylformylglycinamidine synthase, PurS subunit (EC 6.3.5.3)	NONE	Hope|MATT FILE|CHRIS FILE	13	1
rxn03084_c0	Phosphoribosylformylglycinamidine synthase, synthetase subunit (EC 6.3.5.3)	NONE	Hope|MATT FILE|CHRIS FILE	13	1
rxn03084_c0	Phosphoribosylformylglycinamidine synthase, glutamine amidotransferase subunit (EC 6.3.5.3)	NONE	Hope|MATT FILE|CHRIS FILE	13	1
rxn01511_c0	Adenosine diphosphatase (EC 3.6.1.5)	NONE	Hope|MATT FILE	100749	1
rxn03887_c0	D-galactarate dehydratase (EC 4.2.1.42)	The_Tartronate_Semialdehyde_Hub	Hope|MATT FILE|MATT FILE|CHRIS FILE	15	1
rxn03887_c0	D-galactarate dehydratase (EC 4.2.1.42)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	15	1
rxn10195_c0	Teichoic acid export ATP-binding protein TagH (EC 3.6.3.40)	NONE	CHRIS FILE	14	1
rxn10195_c0	Teichoic acid translocation permease protein TagG	NONE	CHRIS FILE	14	1
rxn00011_c0	Acetolactate synthase small subunit (EC 2.2.1.6), predicted, Archaeal type	NONE	MATT FILE|MATT FILE	100750	1
rxn00011_c0	Acetolactate synthase small subunit (EC 2.2.1.6), predicted, Archaeal type	NONE	MATT FILE	100751	1
rxn00011_c0	Acetolactate synthase isozyme II small subunit (EC 2.2.1.6)	NONE	Hope	100752	0
rxn00011_c0	Acetolactate synthase isozyme II small subunit (EC 2.2.1.6)	NONE	Hope	100753	0
rxn00011_c0	Pyruvate dehydrogenase E1 component (EC 1.2.4.1)	NONE	Hope|CHRIS FILE	2048	1
rxn00011_c0	Acetolactate synthase small subunit (EC 2.2.1.6), predicted, Archaeal type 2	NONE	MATT FILE|MATT FILE	100754	1
rxn00011_c0	Acetolactate synthase small subunit (EC 2.2.1.6), predicted, Archaeal type 2	NONE	MATT FILE	100755	1
rxn00011_c0	Acetolactate synthase, catabolic (EC 2.2.1.6)	NONE	Hope|MATT FILE|CHRIS FILE	21	1
rxn00011_c0	Pyruvate dehydrogenase E1 component alpha subunit (EC 1.2.4.1)	NONE	Hope|CHRIS FILE	2047	1
rxn00011_c0	Pyruvate decarboxylase (EC 4.1.1.1)	NONE	Hope|MATT FILE	100756	1
rxn00011_c0	Acetolactate synthase small subunit (EC 2.2.1.6), predicted	NONE	MATT FILE|MATT FILE	100757	1
rxn00011_c0	Acetolactate synthase small subunit (EC 2.2.1.6), predicted	NONE	MATT FILE	100758	1
rxn00011_c0	Acetolactate synthase small subunit (EC 2.2.1.6), Xanthomonadales type	NONE	MATT FILE|MATT FILE	100759	1
rxn00011_c0	Acetolactate synthase small subunit (EC 2.2.1.6), Xanthomonadales type	NONE	MATT FILE	100760	1
rxn00011_c0	Pyruvate dehydrogenase E1 component beta subunit (EC 1.2.4.1)	NONE	Hope|CHRIS FILE	2047	1
rxn00011_c0	Acetolactate synthase large subunit (EC 2.2.1.6)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	20	1
rxn00011_c0	Acetolactate synthase large subunit (EC 2.2.1.6)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	20	1
rxn00011_c0	Acetolactate synthase small subunit (EC 2.2.1.6)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	20	1
rxn00011_c0	Acetolactate synthase small subunit (EC 2.2.1.6)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	20	1
rxn02222_c0	Aliphatic amidase amiE (EC 3.5.1.4)	NONE	CHRIS FILE	22	1
rxn02222_c0	Indoleacetamide hydrolase (EC 3.5.1.-)	NONE	Hope|MATT FILE	100761	1
rxn00292_c0	UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14)	Lipopolysaccharide_biosynthesis_2	Hope|MATT FILE|CHRIS FILE	23	1
rxn00292_c0	UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14)	NONE	Hope|MATT FILE|CHRIS FILE	23	1
rxn00292_c0	UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14)	NONE	Hope|MATT FILE|CHRIS FILE	23	1
rxn01662_c0	Saccharopine dehydrogenase (EC 1.5.1.9)	NONE	Hope|MATT FILE	100762	1
rxn05147_c0	Multiple sugar ABC transporter, substrate-binding protein	NONE	CHRIS FILE	27	1
rxn05147_c0	Multiple sugar ABC transporter, membrane-spanning permease protein MsmG	NONE	CHRIS FILE	27	1
rxn05147_c0	Multiple sugar ABC transporter, ATP-binding protein	NONE	CHRIS FILE	28	1
rxn05147_c0	Multiple sugar ABC transporter, membrane-spanning permease protein MsmF	NONE	CHRIS FILE	27	1
rxn10378_c0	Phospholipase A1 precursor (EC 3.1.1.32, EC 3.1.1.4)	NONE	CHRIS FILE	1852	1
rxn05252_c0	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	NONE	CHRIS FILE	34	1
rxn05252_c0	Acetoacetyl-CoA synthetase [leucine] (EC 6.2.1.16)	NONE	CHRIS FILE	36	0
rxn04161_c0	Chlorophyll a synthase ChlG (EC 2.5.1.62)	NONE	Hope|MATT FILE	100763	1
rxn00016_c0	Beta-hexosaminidase (EC 3.2.1.52)	NONE	Hope|MATT FILE|CHRIS FILE	40	1
rxn00196_c0	2-ketoglutaric semialdehyde dehydrogenase (EC 1.2.1.26)	NONE	Hope|MATT FILE	100764	1
rxn00196_c0	Ketoglutarate semialdehyde dehydrogenase (EC 1.2.1.26)	NONE	Hope|MATT FILE	100765	1
rxn05466_c0	Ammonium transporter	NONE	CHRIS FILE	41	1
rxn05398_c0	(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase (EC 4.2.1.-)	NONE	CHRIS FILE	42	1
rxn02115_c0	Acetoin racemase (EC 5.1.2.4)	NONE	Hope|MATT FILE	100766	1
rxn08707_c0	Heme O synthase, protoheme IX farnesyltransferase (EC 2.5.1.-) COX10-CtaB	NONE	CHRIS FILE	44	1
rxn00927_c0	Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)	NONE	Hope|MATT FILE	100767	1
rxn06246_c0	Nitrous-oxide reductase (EC 1.7.99.6)	Denitrification	Hope	100768	0
